"","Team","Opponent","HomeGame","ScoreFor","ScoreAgainst","GameId","Year","WeekNumber","GameDate","Overtime","ConvertBotched","Convert2Attempts","Convert2Fail","FirstDownsByPenalty","FirstDownsByPassing","FirstDownsByRushing","DrivesFieldGoalTotal","DrivesFieldGoalRougeTotal","DrivesMissedFieldGoalTotal","DrivesOutOfTimeTotal","DrivesPuntRougeTotal","DrivesPuntTotal","DrivesSafetyTotal","DrivesTouchdownTotal","DrivesTurnoverDownsTotal","DrivesTurnoverFumbleTotal","DrivesTurnoverInterceptionTotal","DrivesScoredTotal","DrivesScoredNonRougeTotal","DrivesTotal","DrivesTurnedOverTotal","DrivesScoredPercentage","DrivesScoredNonRougePercentage","DrivesTurnedOverPercentage","DrivesPuntedPercentage","DrivesStartingPositionNormalizedTotal","DrivesDurationInSecondsTotal","DrivesPlaysTotal","DrivesYardsGainedTotal","DrivesPointsScoredTotal","DrivesStartingPositionNormalizedAverage","DrivesDurationInSecondsAverage","DrivesNumberOfPlaysAverage","DrivesYardsGainedAverage","DrivesPointsScoredAverage","DrivesYardsPerPlay","FirstDownsTotal","TeamTurnoversTotal","Convert1Attempts","Convert1Blocked","Convert1HadBlocked","Convert1Made","Convert1Missed","Convert1Percentage","Convert2Score","FieldGoalAttemptsTotal","FieldGoalAttempts0to19","FieldGoalAttempts20to29","FieldGoalAttempts30to39","FieldGoalAttempts40to49","FieldGoalAttempts50Plus","FieldGoalsBlocked","FieldGoalsHadBlocked","FieldGoalsMadeTotal","FieldGoalsMade0to19","FieldGoalsMade20to29","FieldGoalsMade30to39","FieldGoalsMade40to49","FieldGoalsMade50Plus","FieldGoalsMadeLongest","FieldGoalsMissedTotal","FieldGoalsMissed0to19","FieldGoalsMissed20to29","FieldGoalsMissed30to39","FieldGoalsMissed40to49","FieldGoalsMissed50Plus","FieldGoalsPercentage","FieldGoalsRougeTotal","FumblesAdvanced","FumblesAdvancedYards","FumblesAdvancedLongest","FumblesAdvancedAverage","FumblesAdvancedTouchdown","FumblesCommitted","FumblesForced","FumblesLost","FumblesRecovered","FumblesReturned","FumblesReturnAverage","FumblesReturnLongest","FumblesReturnYards","FumblesReturnTouchdown","InterceptionsReturnAverage","InterceptionsReturnLongest","InterceptionsReturnYards","InterceptionsTotal","InterceptionsTouchdown","KickoffAverageGross","KickoffAverageNet","KickoffLongGross","KickoffLongNet","KickoffOwnTeamRecovery","KickoffRougeTotal","KickoffThroughEndZone","KickoffTotal","KickoffYardsGross","KickoffYardsNet","LateralAdvanced","LateralAdvancedYards","LateralAdvancedLongest","LateralAdvancedTouchdown","LateralMade","LateralReceived","MissedFieldGoalReturnAverage","MissedFieldGoalReturnLong","MissedFieldGoalReturnTotal","MissedFieldGoalReturnTouchdown","MissedFieldGoalReturnYards","PassesAttempts","PassesCompletions","PassesDefensed","PassesInterceptions","PassesInterceptionPercentage","PassesPercentage","PassesSackedPercentage","PassesTouchdowns","PassesTouchdownPercentage","PassesYardsGrossPerAttempt","PassesYardsGrossPerCatch","PassesYardsNetPerAttempt","PassesAttemptsPlusSacked","PassesYardsGross","PassesYardsLongest","PassTargets","PenaltiesTotal","PenaltiesYards","PuntsAverageGross","PuntsAverageNet","PuntsBlocked","PuntsHadBlocked","PuntsInside20","PuntsInside20Percentage","PuntsLongGross","PuntsLongNet","PuntsRougeTotal","PuntsTotal","PuntsYardsGross","PuntsYardsNet","ReceptionsAverageYardsPer","ReceptionsLongest","ReceptionsSafeties","ReceptionsTotal","ReceptionsTouchdowns","ReceptionsYards","ReturnsKickoffAverage","ReturnsKickoffLongest","ReturnsKickoffTotal","ReturnsKickoffTouchdown","ReturnsKickoffYards","ReturnsPuntAverage","ReturnsPuntLongest","ReturnsPuntTotal","ReturnsPuntTouchdown","ReturnsPuntYards","RushesAttempts","RushesAverageYardsPer","RushesLongest","RushesSafeties","RushesTouchdowns","RushesYards","SackedAverage","SackedLong","SackedTotal","SackedYards","SacksTotal","SacksYards","SacksAverage","SpecialTeamsTackleTotal","TacklesForLossTotal","TacklesForLossYards","TacklesForLossAverage","SafetyScoredTotal","TacklesTotal","TeamLossSafeties","TeamLossTotal","TeamLossYards","TeamLossAverage","TouchdownsScored","PointsScored","PassesYardsNet","YardsFromScrimmageGross","YardsFromScrimmageNet","AllPurposeYards","OffensiveYardsNet","Turnovers","KickingPointsScored","PuntingPointsScored","RougesScored","PasserRating","FumbleReturnOrAdvanceTotal","FumbleReturnOrAdvanceYards","FumbleReturnOrAdvanceAverage","FumbleReturnOrAdvanceTouchdown","AllKickReturnYards","AllKickReturnTotal","AllKickReturnTouchdowns","AllKickReturnAverage","season"
"11","WPG","HAM",FALSE,20,25,2013019,2013,3,"2013-07-13T18:30:00",FALSE,1,0,0,1,7,7,0,0,1,1,0,9,0,3,0,0,1,3,3,15,1,0.2,0.2,0.0666666666666667,0.6,552,1662,61,268,18,36.8,110.8,4.06666666666667,17.8666666666667,1.2,4.39344262295082,15,1,2,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,54.75,45,60,56,0,0,0,4,219,180,0,0,0,0,0,0,0,0,0,0,0,27,15,1,1,0.037037037037037,0.555555555555556,0.181818181818182,0,0,6.88888888888889,12.4,4.36363636363636,33,186,30,26,15,161,39.8888888888889,35.8888888888889,0,0,0,0,56,50,0,9,359,323,12.4,30,0,15,0,186,33.5,48,2,0,67,17.25,44,4,0,69,17,8.47058823529412,75,0,3,144,7,12,6,42,7,46,6.57142857142857,6,0,0,0,0,46,0,8,69,8.625,3,20,144,330,261,466,474,1,2,0,0,61.7,0,0,0,0,136,6,0,22.6666666666667,2013
"12","BC","EDM",FALSE,17,3,2013020,2013,3,"2013-07-13T21:30:00",FALSE,0,0,0,1,7,11,0,0,0,0,1,9,0,2,1,0,0,3,2,13,1,0.230769230769231,0.153846153846154,0.0769230769230769,0.769230769230769,450,1934,62,346,13,34.6153846153846,148.769230769231,4.76923076923077,26.6153846153846,1,5.58064516129032,19,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,19,19,19,1,0,65,44.6666666666667,74,74,0,0,0,3,195,134,0,0,0,0,0,0,0,0,0,0,0,18,12,2,0,0,0.666666666666667,0.1,2,0.111111111111111,8.77777777777778,13.1666666666667,7.25,20,158,41,18,5,79,37.7777777777778,31.5555555555556,0,1,0,0,49,47,1,9,340,284,13.1666666666667,41,0,12,2,158,13.5,19,2,0,27,5.42857142857143,14,7,0,38,31,6.35483870967742,29,0,0,197,6.5,8,2,13,3,5,1.66666666666667,8,4,14,3.5,1,36,0,4,19,4.75,2,17,145,355,336,420,500,0,3,1,1,131.3,0,0,0,0,65,9,0,7.22222222222222,2013
"13","TOR","WPG",FALSE,35,19,2013021,2013,4,"2013-07-19T20:00:00",FALSE,0,0,0,1,13,5,2,1,1,2,0,5,0,4,0,0,0,7,6,16,0,0.4375,0.375,0,0.3125,741,1975,63,399,29,46.3125,123.4375,3.9375,24.9375,1.8125,6.33333333333333,19,1,4,0,0,4,0,1,0,4,0,2,1,1,0,0,0,2,0,1,1,0,0,30,2,0,1,0,1,0,0.5,1,0,0,0,0,0,2,1,1,2,1,13,13,13,0,47,47,47,1,0,59,44.2857142857143,66,53,0,0,0,7,413,310,0,0,0,0,0,0,0,0,0,0,0,26,23,1,0,0,0.884615384615385,0.037037037037037,2,0.0769230769230769,13.7307692307692,15.5217391304348,13.1481481481481,27,357,55,26,6,45,38.75,36.75,0,1,0,0,48,41,0,4,155,147,15.5217391304348,55,0,23,2,357,16,27,4,0,64,4.33333333333333,8,6,0,26,22,2.72727272727273,18,0,2,60,2,2,1,2,2,8,4,10,4,10,2.5,0,38,1,7,27,3.85714285714286,4,35,355,417,390,507,772,1,11,0,1,144.4,1,13,13,0,90,10,0,9,2013
"14","MTL","CGY",FALSE,27,38,2013022,2013,4,"2013-07-20T19:00:00",FALSE,0,0,0,4,8,5,2,0,0,1,0,7,0,3,2,0,0,5,5,15,2,0.333333333333333,0.333333333333333,0.133333333333333,0.466666666666667,576,1534,60,357,24,38.4,102.266666666667,4,23.8,1.6,5.95,17,3,3,0,0,3,0,1,0,2,0,1,0,1,0,1,0,2,0,1,0,1,0,43,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,9,9,9,0,0,0,0,1,0,66.25,43.5,73,55,0,0,0,4,265,174,0,0,0,0,0,0,0,0,0,0,0,30,18,0,0,0,0.6,0.0909090909090909,1,0.0333333333333333,8.1,13.5,6.78787878787879,33,243,58,30,11,120,40.5714285714286,34.7142857142857,0,0,0,0,49,38,0,7,284,243,13.5,58,0,18,1,243,35.5,108,6,0,213,12.8333333333333,41,6,0,77,18,4.72222222222222,18,0,2,85,6.33333333333333,8,3,19,2,15,7.5,8,2,2,1,0,44,0,3,19,6.33333333333333,3,27,224,328,309,618,552,1,9,0,0,96.9,1,9,9,0,290,12,0,24.1666666666667,2013
"15","EDM","BC",FALSE,21,31,2013023,2013,4,"2013-07-20T22:00:00",FALSE,0,0,0,2,13,4,2,1,0,0,0,5,0,2,0,0,1,5,4,11,1,0.454545454545455,0.363636363636364,0.0909090909090909,0.454545454545455,303,1698,58,339,19,27.5454545454545,154.363636363636,5.27272727272727,30.8181818181818,1.72727272727273,5.8448275862069,19,1,2,0,0,2,0,1,0,3,1,0,0,2,0,0,0,2,1,0,0,1,0,47,1,0,0,0,1,0,0.666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,51.4,38.4,64,48,0,0,0,5,257,192,0,0,0,0,0,0,0,0,0,0,0,26,17,1,1,0.0384615384615385,0.653846153846154,0.103448275862069,1,0.0384615384615385,9.34615384615385,14.2941176470588,7.82758620689655,29,243,42,25,5,47,46.2,42.8,0,0,0,0,57,55,0,5,231,214,14.2941176470588,42,0,17,1,243,15.2,20,5,0,76,6.25,19,4,0,25,21,4.85714285714286,18,0,1,102,5.33333333333333,10,3,16,1,8,8,8,4,5,1.25,0,43,0,3,16,5.33333333333333,2,21,227,345,329,446,572,1,9,0,1,92.3,0,0,0,0,101,9,0,11.2222222222222,2013
"16","HAM","SSK",FALSE,0,37,2013024,2013,4,"2013-07-21T19:00:00",FALSE,0,0,0,2,6,2,0,0,0,0,0,11,0,0,1,1,1,0,0,14,3,0,0,0.214285714285714,0.785714285714286,462,1532,55,165,0,33,109.428571428571,3.92857142857143,11.7857142857143,0,3,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,1,1,0.032258064516129,0.612903225806452,0.138888888888889,0,0,5.7741935483871,9.42105263157895,4.02777777777778,36,179,31,30,10,88,39.7272727272727,32.9090909090909,0,0,0,0,67,55,0,11,437,362,9.42105263157895,31,0,19,0,179,16.8,27,5,0,84,-1,2,3,0,-3,8,2,7,0,0,16,6.8,12,5,34,0,0,0,8,3,9,3,0,41,0,5,34,6.8,0,0,145,195,161,276,340,2,0,0,0,63.8,0,0,0,0,81,8,0,10.125,2013
"17","EDM","MTL",FALSE,27,32,2013025,2013,5,"2013-07-25T19:30:00",FALSE,0,0,0,0,12,3,2,0,0,2,0,8,0,2,0,0,2,4,4,16,2,0.25,0.25,0.125,0.5,529,1491,62,335,18,33.0625,93.1875,3.875,20.9375,1.125,5.40322580645161,15,2,3,0,0,3,0,1,0,2,1,1,0,0,0,0,0,2,1,1,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,2,3,6,6,0,0,0,0,0,0,69.25,43.75,72,51,0,0,0,4,277,175,0,0,0,0,0,0,0,0,0,0,0,33,17,1,2,0.0606060606060606,0.515151515151515,0.0833333333333333,2,0.0606060606060606,7.96969696969697,15.4705882352941,6.66666666666667,36,263,44,31,10,111,38,33.3333333333333,0,0,0,0,52,43,0,9,342,300,15.4705882352941,44,0,17,2,263,21.6666666666667,27,3,0,65,18.8333333333333,81,6,1,113,14,4.92857142857143,21,0,0,69,7.66666666666667,9,3,23,2,13,6.5,8,4,15,3.75,0,46,0,4,24,6,3,27,240,332,308,510,572,2,9,0,0,73.2,2,6,3,0,178,9,1,19.7777777777778,2013
"18","CGY","WPG",FALSE,37,24,2013026,2013,5,"2013-07-26T20:00:00",FALSE,0,0,0,3,17,8,5,0,0,1,1,4,0,3,0,0,0,9,8,14,0,0.642857142857143,0.571428571428571,0,0.357142857142857,605,2291,75,497,34,43.2142857142857,163.642857142857,5.35714285714286,35.5,2.42857142857143,6.62666666666667,28,0,3,0,0,3,0,1,0,5,1,2,2,0,0,0,0,5,1,2,2,0,0,37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,6,6,6,1,0,56.75,40.75,64,47,0,0,0,4,227,163,0,0,0,0,0,0,0,0,0,0,0,33,29,5,0,0,0.878787878787879,0.0294117647058824,3,0.0909090909090909,11.3939393939394,12.9655172413793,10.8235294117647,34,376,55,33,12,86,37.4,33.6,0,0,0,0,50,50,1,5,187,168,12.9655172413793,55,0,29,3,376,20.2,61,5,0,101,3.83333333333333,11,6,0,23,29,3.93103448275862,14,0,0,114,8,8,1,8,3,13,4.33333333333333,6,1,1,1,0,34,0,3,13,4.33333333333333,3,37,368,490,477,614,858,0,19,1,1,144.4,1,0,0,0,124,11,0,11.2727272727273,2013
"19","SSK","HAM",FALSE,32,20,2013027,2013,5,"2013-07-27T19:30:00",FALSE,0,0,0,1,9,9,3,0,0,2,0,9,0,3,0,0,0,6,6,17,0,0.352941176470588,0.352941176470588,0,0.529411764705882,758,1838,71,416,27,44.5882352941176,108.117647058824,4.17647058823529,24.4705882352941,1.58823529411765,5.85915492957746,19,0,3,0,0,3,0,1,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,69.6,46,79,63,0,0,0,5,348,230,0,0,0,0,0,0,0,0,0,0,0,25,14,2,0,0,0.56,0.107142857142857,3,0.12,10.76,19.2142857142857,9,28,269,45,24,3,30,45.3333333333333,41.7777777777778,0,0,0,0,61,61,0,9,408,376,19.2142857142857,45,0,14,3,269,19.8,29,5,0,99,9.5,14,4,0,38,28,5.17857142857143,20,0,0,145,5.66666666666667,9,3,17,7,58,8.28571428571429,12,1,3,3,1,39,0,6,20,3.33333333333333,3,32,252,414,394,551,666,0,12,0,0,133.2,2,0,0,0,137,9,0,15.2222222222222,2013
"20","BC","TOR",FALSE,12,38,2013028,2013,5,"2013-07-30T19:30:00",FALSE,0,0,0,1,9,11,4,0,0,1,0,3,0,0,2,2,1,4,4,13,5,0.307692307692308,0.307692307692308,0.384615384615385,0.230769230769231,482,1833,69,343,12,37.0769230769231,141,5.30769230769231,26.3846153846154,0.923076923076923,4.97101449275362,21,5,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,1,3,3,3,0,0,0,0,0,0,54.75,30.5,62,39,0,0,0,4,219,122,0,0,0,0,0,0,32,32,1,0,32,34,22,1,1,0.0294117647058824,0.647058823529412,0.0810810810810811,0,0,6.94117647058824,10.7272727272727,6.08108108108108,37,236,40,33,13,126,44.6666666666667,40.3333333333333,0,0,0,0,46,42,0,3,134,121,10.7272727272727,40,0,22,0,236,18.3333333333333,33,6,0,110,2,4,3,0,6,23,6.73913043478261,21,0,0,155,3.66666666666667,7,3,11,2,15,7.5,4,1,1,1,0,41,0,5,13,2.6,0,12,225,391,378,539,616,3,12,0,0,72.7,1,3,3,0,148,10,0,14.8,2013
"21","HAM","EDM",FALSE,30,29,2013029,2013,6,"2013-08-02T21:00:00",FALSE,0,0,0,2,15,11,3,0,0,1,0,3,0,3,0,0,1,6,6,12,1,0.5,0.5,0.0833333333333333,0.25,326,2077,71,438,25,27.1666666666667,173.083333333333,5.91666666666667,36.5,2.08333333333333,6.16901408450704,28,1,3,0,0,3,0,1,0,3,1,1,1,0,0,0,0,3,1,1,1,0,0,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,43,66,53,0,0,0,5,315,215,0,0,0,0,0,0,0,0,0,0,0,30,22,2,1,0.0333333333333333,0.733333333333333,0.117647058823529,2,0.0666666666666667,10.3666666666667,14.1363636363636,8.35294117647059,34,311,25,29,12,138,51,44.3333333333333,0,0,0,0,55,52,0,3,153,133,14.1363636363636,25,0,22,2,311,20.3333333333333,35,6,0,122,11.4,17,5,0,57,28,5.57142857142857,26,0,1,156,6.75,8,4,27,1,5,5,7,2,9,4.5,0,36,1,7,36,5.14285714285714,3,30,284,467,431,646,751,1,12,0,0,114.7,0,0,0,0,179,11,0,16.2727272727273,2013
"22","WPG","BC",FALSE,20,27,2013030,2013,6,"2013-08-05T19:00:00",FALSE,0,0,0,2,6,9,1,1,0,0,2,5,0,2,2,0,1,6,3,15,3,0.4,0.2,0.2,0.466666666666667,491,1653,67,277,16,32.7333333333333,110.2,4.46666666666667,18.4666666666667,1.06666666666667,4.13432835820895,17,4,2,0,0,2,0,1,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,39,1,0,0,0,1,0,0.5,1,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,56.5,36,62,38,0,0,0,4,226,144,0,0,0,0,0,0,23,23,1,0,23,28,13,2,1,0.0357142857142857,0.464285714285714,0.0666666666666667,0,0,4,8.61538461538461,3.23333333333333,30,112,22,27,8,73,51.25,47,0,0,0,0,68,68,2,8,410,376,8.61538461538461,22,0,13,0,112,22.2,29,5,0,111,6.2,13,5,0,31,26,4.42307692307692,13,0,2,115,7.5,12,2,15,4,21,5.25,10,2,2,1,0,44,1,3,20,6.66666666666667,2,20,97,227,207,392,324,2,8,2,3,42.6,2,0,0,0,165,11,0,15,2013
"23","TOR","MTL",FALSE,38,13,2013031,2013,7,"2013-08-08T19:30:00",FALSE,0,0,0,2,11,6,3,0,0,0,1,7,0,3,0,0,0,7,6,14,0,0.5,0.428571428571429,0,0.571428571428571,682,2076,66,352,28,48.7142857142857,148.285714285714,4.71428571428571,25.1428571428571,2,5.33333333333333,19,0,4,0,0,4,0,1,0,3,0,0,2,1,0,0,0,3,0,0,2,1,0,43,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,6,5,1.6,6,8,0,0,0,0,1,0,59.4,38.6,62,45,0,0,0,5,297,193,0,0,0,0,0,0,118,118,1,1,118,28,21,7,0,0,0.75,0.0344827586206897,3,0.107142857142857,7,9.33333333333333,6.51724137931035,29,196,20,28,11,98,39.2222222222222,36.4444444444444,0,0,0,0,50,46,1,9,353,328,9.33333333333333,20,0,21,3,196,15.5,17,2,0,31,11.75,20,4,0,47,25,5.08,19,0,0,127,7,7,1,7,2,22,11,8,0,0,0,0,33,0,1,7,7,4,38,189,323,316,519,512,0,14,1,1,129.5,5,8,1.6,0,196,7,1,28,2013
"24","SSK","CGY",FALSE,27,42,2013032,2013,7,"2013-08-09T21:00:00",FALSE,0,0,0,1,11,9,2,0,0,0,0,6,0,3,0,2,0,5,5,14,2,0.357142857142857,0.357142857142857,0.142857142857143,0.428571428571429,439,1684,61,438,22,31.3571428571429,120.285714285714,4.35714285714286,31.2857142857143,1.57142857142857,7.18032786885246,21,2,3,1,0,3,0,1,0,2,1,1,0,0,0,0,0,2,1,1,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,65.6,48.2,69,60,0,0,0,5,328,241,0,0,0,0,0,0,0,0,0,0,0,32,20,3,0,0,0.625,0.111111111111111,3,0.09375,8.6875,13.9,7.41666666666667,36,278,44,31,9,116,46.3333333333333,39.8333333333333,0,0,0,0,50,50,0,6,278,239,13.9,44,0,20,3,278,21.8,25,5,0,109,5.2,6,5,0,26,17,10.0588235294118,32,0,0,171,2.75,5,4,11,1,9,9,10,2,2,1,0,44,1,4,11,2.75,3,27,267,449,438,584,716,2,9,0,0,121.6,0,0,0,0,135,10,0,13.5,2013
"25","HAM","WPG",FALSE,37,18,2013033,2013,8,"2013-08-16T20:00:00",FALSE,0,0,0,4,17,7,2,0,1,1,0,6,0,4,0,1,0,6,6,15,1,0.4,0.4,0.0666666666666667,0.4,778,1974,68,501,30,51.8666666666667,131.6,4.53333333333333,33.4,2,7.36764705882353,28,1,4,0,0,4,0,1,0,4,0,1,1,2,0,0,0,3,0,1,0,2,0,46,1,0,0,1,0,0,0.75,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,12.5,19,25,2,0,64.6,41.6,68,58,0,0,0,5,323,208,0,0,0,0,0,0,0,0,0,0,0,39,24,3,0,0,0.615384615384615,0.0714285714285714,2,0.0512820512820513,8.76923076923077,14.25,7.88095238095238,42,342,42,39,12,101,43.3333333333333,36.5,0,0,0,0,49,49,0,6,260,219,14.25,42,0,24,2,342,11,15,4,0,44,7,15,4,0,28,16,7.125,30,0,2,114,3.66666666666667,5,3,11,2,9,4.5,7,2,2,1,0,38,0,3,11,3.66666666666667,4,37,331,456,445,528,787,1,13,0,0,107,1,0,0,0,72,8,0,9,2013
"26","MTL","SSK",FALSE,21,24,2013034,2013,8,"2013-08-17T16:00:00",FALSE,0,0,0,1,8,4,4,1,0,1,1,6,0,0,0,1,2,6,4,17,3,0.352941176470588,0.235294117647059,0.176470588235294,0.411764705882353,623,1789,72,350,12,36.6470588235294,105.235294117647,4.23529411764706,20.5882352941176,0.705882352941177,4.86111111111111,13,3,1,0,0,1,0,1,0,5,2,1,1,1,0,0,0,4,2,1,1,0,0,38,1,0,0,0,1,0,0.8,1,0,0,0,0,0,3,2,1,6,4,13.5,54,54,1,0,0,0,0,0,64.5,39.5,70,49,0,0,0,4,258,158,0,0,0,0,0,0,0,0,0,0,0,38,16,2,2,0.0526315789473684,0.421052631578947,0,0,0,6.10526315789474,14.5,6.10526315789474,38,232,74,36,9,101,43.5,35,0,0,0,0,49,46,1,8,348,280,14.5,74,0,16,0,232,19.5,25,4,0,78,5.28571428571429,11,7,0,37,19,4.10526315789474,18,0,0,78,0,0,0,0,2,6,3,6,3,6,2,0,42,1,2,12,6,1,21,232,310,298,425,542,3,15,1,2,40.7,4,54,13.5,1,115,11,0,10.4545454545455,2013
"27","CGY","BC",FALSE,22,26,2013035,2013,8,"2013-08-17T21:00:00",FALSE,0,0,0,1,9,8,2,0,0,0,0,11,0,2,1,1,0,4,4,18,2,0.222222222222222,0.222222222222222,0.111111111111111,0.611111111111111,780,2035,74,303,16,43.3333333333333,113.055555555556,4.11111111111111,16.8333333333333,0.888888888888889,4.09459459459459,18,2,2,0,0,2,0,1,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,2,1,0,0,0,0,2,6,6,3,0,60.25,25.25,64,47,0,0,0,4,241,101,0,0,0,0,0,0,0,0,0,0,0,40,23,3,0,0,0.575,0.024390243902439,1,0.025,5.525,9.60869565217391,5.31707317073171,41,221,22,40,9,72,42.9090909090909,36.3636363636364,0,0,0,0,54,45,0,11,472,400,9.60869565217391,22,0,23,1,221,20.8333333333333,30,6,0,125,6,13,6,0,36,19,4.05263157894737,19,0,1,77,3,3,1,3,1,6,6,12,1,2,2,1,32,1,2,4,2,2,22,218,298,294,459,516,1,8,0,0,81.4,1,0,0,0,161,12,0,13.4166666666667,2013
"28","EDM","TOR",FALSE,33,36,2013036,2013,8,"2013-08-18T19:00:00",FALSE,0,1,1,0,21,3,4,1,0,1,0,4,0,3,0,0,0,8,7,14,0,0.571428571428571,0.5,0,0.285714285714286,491,1833,70,528,29,35.0714285714286,130.928571428571,5,37.7142857142857,2.07142857142857,7.54285714285714,24,0,2,0,0,2,0,1,0,5,1,1,2,1,0,0,0,4,1,0,2,1,0,40,1,0,1,0,0,0,0.8,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,65,48.3333333333333,73,69,0,0,0,6,390,290,0,0,0,0,0,0,0,0,0,0,0,46,35,0,0,0,0.760869565217391,0.0416666666666667,3,0.0652173913043478,11.1086956521739,14.6,10.5625,48,511,51,46,12,92,42,30.5,0,0,0,0,51,48,0,4,168,122,14.6,51,0,35,3,511,23.8,31,5,0,119,4.33333333333333,7,3,0,13,11,4.81818181818182,13,0,0,53,2,2,2,4,2,5,2.5,8,3,10,3.33333333333333,0,42,1,5,15,3,3,33,507,564,549,696,1071,0,15,0,1,133.5,0,0,0,0,132,8,0,16.5,2013
"29","BC","MTL",FALSE,38,39,2013037,2013,9,"2013-08-22T19:30:00",FALSE,0,0,0,4,9,1,5,0,0,0,0,9,0,2,1,0,1,7,7,18,2,0.388888888888889,0.388888888888889,0.111111111111111,0.5,995,1685,65,254,27,55.2777777777778,93.6111111111111,3.61111111111111,14.1111111111111,1.5,3.90769230769231,14,2,3,0,0,3,0,1,0,5,0,1,2,2,0,0,0,5,0,1,2,2,0,45,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,4,2,27.5,55,55,0,7.6,16,38,5,0,57.4,18.2,60,46,0,0,0,5,287,91,0,0,0,0,0,0,125,125,1,1,125,29,16,3,1,0.0344827586206897,0.551724137931034,0.147058823529412,2,0.0689655172413793,7.51724137931035,13.625,5.47058823529412,34,218,38,28,7,55,40.7777777777778,32.1111111111111,0,0,0,0,52,45,0,9,367,289,13.625,38,0,16,2,218,21.25,29,8,0,170,13.3333333333333,21,3,0,40,17,3.17647058823529,10,0,0,54,6.4,10,5,32,4,34,8.5,10,1,2,2,1,37,0,5,32,6.4,3,38,186,272,240,607,458,1,18,0,0,88,2,55,27.5,0,335,12,1,27.9166666666667,2013
"30","CGY","TOR",FALSE,35,14,2013038,2013,9,"2013-08-23T19:30:00",FALSE,0,0,0,2,10,12,3,1,0,0,0,7,0,3,0,1,0,7,6,15,1,0.466666666666667,0.4,0.0666666666666667,0.466666666666667,638,2104,73,428,28,42.5333333333333,140.266666666667,4.86666666666667,28.5333333333333,1.86666666666667,5.86301369863014,24,1,3,0,0,3,0,1,0,4,1,2,0,1,0,0,0,3,1,1,0,1,0,42,1,0,1,0,0,0,0.75,1,0,0,0,0,0,2,2,1,2,1,36,36,36,0,1,2,2,2,0,66.6,45,68,50,0,0,0,5,333,225,0,0,0,0,0,0,0,0,0,0,0,26,18,4,0,0,0.692307692307692,0.037037037037037,2,0.0769230769230769,9.69230769230769,14,9.2962962962963,27,252,32,26,6,70,45.5714285714286,44.8571428571429,0,0,0,0,49,53,0,7,319,314,14,32,0,18,2,252,26,33,4,0,104,5.33333333333333,8,3,0,16,35,5.05714285714286,25,0,1,177,1,1,1,1,4,19,4.75,9,1,3,3,2,34,0,1,1,1,3,35,251,429,428,549,680,1,13,0,1,125.8,1,36,36,0,120,7,0,17.1428571428571,2013
