"","Team","Opponent","HomeGame","ScoreFor","ScoreAgainst","GameId","Year","WeekNumber","GameDate","Overtime","ConvertBotched","Convert2Attempts","Convert2Fail","FirstDownsByPenalty","FirstDownsByPassing","FirstDownsByRushing","DrivesFieldGoalTotal","DrivesFieldGoalRougeTotal","DrivesMissedFieldGoalTotal","DrivesOutOfTimeTotal","DrivesPuntRougeTotal","DrivesPuntTotal","DrivesSafetyTotal","DrivesTouchdownTotal","DrivesTurnoverDownsTotal","DrivesTurnoverFumbleTotal","DrivesTurnoverInterceptionTotal","DrivesScoredTotal","DrivesScoredNonRougeTotal","DrivesTotal","DrivesTurnedOverTotal","DrivesScoredPercentage","DrivesScoredNonRougePercentage","DrivesTurnedOverPercentage","DrivesPuntedPercentage","DrivesStartingPositionNormalizedTotal","DrivesDurationInSecondsTotal","DrivesPlaysTotal","DrivesYardsGainedTotal","DrivesPointsScoredTotal","DrivesStartingPositionNormalizedAverage","DrivesDurationInSecondsAverage","DrivesNumberOfPlaysAverage","DrivesYardsGainedAverage","DrivesPointsScoredAverage","DrivesYardsPerPlay","FirstDownsTotal","TeamTurnoversTotal","Convert1Attempts","Convert1Blocked","Convert1HadBlocked","Convert1Made","Convert1Missed","Convert1Percentage","Convert2Score","FieldGoalAttemptsTotal","FieldGoalAttempts0to19","FieldGoalAttempts20to29","FieldGoalAttempts30to39","FieldGoalAttempts40to49","FieldGoalAttempts50Plus","FieldGoalsBlocked","FieldGoalsHadBlocked","FieldGoalsMadeTotal","FieldGoalsMade0to19","FieldGoalsMade20to29","FieldGoalsMade30to39","FieldGoalsMade40to49","FieldGoalsMade50Plus","FieldGoalsMadeLongest","FieldGoalsMissedTotal","FieldGoalsMissed0to19","FieldGoalsMissed20to29","FieldGoalsMissed30to39","FieldGoalsMissed40to49","FieldGoalsMissed50Plus","FieldGoalsPercentage","FieldGoalsRougeTotal","FumblesAdvanced","FumblesAdvancedYards","FumblesAdvancedLongest","FumblesAdvancedAverage","FumblesAdvancedTouchdown","FumblesCommitted","FumblesForced","FumblesLost","FumblesRecovered","FumblesReturned","FumblesReturnAverage","FumblesReturnLongest","FumblesReturnYards","FumblesReturnTouchdown","InterceptionsReturnAverage","InterceptionsReturnLongest","InterceptionsReturnYards","InterceptionsTotal","InterceptionsTouchdown","KickoffAverageGross","KickoffAverageNet","KickoffLongGross","KickoffLongNet","KickoffOwnTeamRecovery","KickoffRougeTotal","KickoffThroughEndZone","KickoffTotal","KickoffYardsGross","KickoffYardsNet","LateralAdvanced","LateralAdvancedYards","LateralAdvancedLongest","LateralAdvancedTouchdown","LateralMade","LateralReceived","MissedFieldGoalReturnAverage","MissedFieldGoalReturnLong","MissedFieldGoalReturnTotal","MissedFieldGoalReturnTouchdown","MissedFieldGoalReturnYards","PassesAttempts","PassesCompletions","PassesDefensed","PassesInterceptions","PassesInterceptionPercentage","PassesPercentage","PassesSackedPercentage","PassesTouchdowns","PassesTouchdownPercentage","PassesYardsGrossPerAttempt","PassesYardsGrossPerCatch","PassesYardsNetPerAttempt","PassesAttemptsPlusSacked","PassesYardsGross","PassesYardsLongest","PassTargets","PenaltiesTotal","PenaltiesYards","PuntsAverageGross","PuntsAverageNet","PuntsBlocked","PuntsHadBlocked","PuntsInside20","PuntsInside20Percentage","PuntsLongGross","PuntsLongNet","PuntsRougeTotal","PuntsTotal","PuntsYardsGross","PuntsYardsNet","ReceptionsAverageYardsPer","ReceptionsLongest","ReceptionsSafeties","ReceptionsTotal","ReceptionsTouchdowns","ReceptionsYards","ReturnsKickoffAverage","ReturnsKickoffLongest","ReturnsKickoffTotal","ReturnsKickoffTouchdown","ReturnsKickoffYards","ReturnsPuntAverage","ReturnsPuntLongest","ReturnsPuntTotal","ReturnsPuntTouchdown","ReturnsPuntYards","RushesAttempts","RushesAverageYardsPer","RushesLongest","RushesSafeties","RushesTouchdowns","RushesYards","SackedAverage","SackedLong","SackedTotal","SackedYards","SacksTotal","SacksYards","SacksAverage","SpecialTeamsTackleTotal","TacklesForLossTotal","TacklesForLossYards","TacklesForLossAverage","SafetyScoredTotal","TacklesTotal","TeamLossSafeties","TeamLossTotal","TeamLossYards","TeamLossAverage","TouchdownsScored","PointsScored","PassesYardsNet","YardsFromScrimmageGross","YardsFromScrimmageNet","AllPurposeYards","OffensiveYardsNet","Turnovers","KickingPointsScored","PuntingPointsScored","RougesScored","PasserRating","FumbleReturnOrAdvanceTotal","FumbleReturnOrAdvanceYards","FumbleReturnOrAdvanceAverage","FumbleReturnOrAdvanceTouchdown","AllKickReturnYards","AllKickReturnTotal","AllKickReturnTouchdowns","AllKickReturnAverage","season"
"31","WPG","HAM",FALSE,14,37,2013039,2013,9,"2013-08-24T13:00:00",FALSE,0,0,0,2,6,2,2,0,0,1,1,9,0,1,1,1,2,4,3,18,4,0.222222222222222,0.166666666666667,0.222222222222222,0.555555555555556,794,1460,61,261,13,44.1111111111111,81.1111111111111,3.38888888888889,14.5,0.722222222222222,4.27868852459016,10,4,1,0,0,1,0,1,0,2,1,0,1,0,0,0,0,2,1,0,1,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,16.5,17,33,2,0,45.3333333333333,30,61,39,1,0,0,3,136,90,0,0,0,0,0,0,37,37,1,0,37,32,18,2,2,0.0625,0.5625,0.0588235294117647,0,0,4.40625,7.83333333333333,3.52941176470588,34,141,25,30,8,65,45.5454545454545,41.9090909090909,0,0,0,0,56,53,1,11,501,461,7.83333333333333,25,0,18,0,141,25.7142857142857,43,7,0,180,9.2,22,5,0,46,14,6.71428571428571,44,0,1,94,10.5,13,2,21,2,15,7.5,7,2,7,3.5,0,44,0,2,21,10.5,1,14,120,235,214,498,355,3,8,1,1,41.3,1,0,0,0,263,13,0,20.2307692307692,2013
"32","SSK","EDM",FALSE,30,27,2013040,2013,9,"2013-08-24T16:00:00",FALSE,0,0,0,1,17,7,5,0,0,2,0,5,0,2,0,0,0,7,7,14,0,0.5,0.5,0,0.357142857142857,549,2018,72,473,27,39.2142857142857,144.142857142857,5.14285714285714,33.7857142857143,1.92857142857143,6.56944444444444,25,0,2,0,0,2,0,1,0,5,0,2,2,1,0,0,0,5,0,2,2,1,0,43,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,9.5,19,19,2,0,68.3333333333333,39,72,48,0,0,0,3,205,117,0,0,0,0,0,0,0,0,0,0,0,30,24,1,0,0,0.8,0.0625,0,0,11.1333333333333,13.9166666666667,9.90625,32,334,37,30,4,50,47.8,45.2,0,0,0,0,55,53,1,5,239,226,13.9166666666667,37,0,24,0,334,23.5,26,4,0,94,10,28,4,0,40,28,5.46428571428571,18,0,2,153,8.5,9,2,17,3,27,9,7,3,12,4,0,36,0,4,19,4.75,2,30,317,487,468,621,804,0,18,1,1,113.1,1,0,0,0,134,8,0,16.75,2013
"33","HAM","BC",FALSE,26,29,2013041,2013,10,"2013-08-30T22:00:00",FALSE,0,0,0,3,15,4,1,0,0,0,0,7,0,3,0,0,1,4,4,12,1,0.333333333333333,0.333333333333333,0.0833333333333333,0.583333333333333,460,1623,58,381,21,38.3333333333333,135.25,4.83333333333333,31.75,1.75,6.56896551724138,22,1,3,0,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,34,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,47.8,31.8,60,45,0,0,0,5,239,159,0,0,0,0,0,0,0,0,0,0,0,36,29,0,1,0.0277777777777778,0.805555555555556,0.121951219512195,2,0.0555555555555556,9.77777777777778,12.1379310344828,7.80487804878049,41,352,34,35,3,25,42.1428571428571,39,0,0,0,0,53,47,0,7,295,273,12.1379310344828,34,0,29,2,352,19.5,38,6,0,117,4.5,5,4,0,18,9,5.55555555555556,23,0,1,50,6.4,9,5,32,1,6,6,8,1,1,1,1,41,0,5,32,6.4,3,26,320,402,370,537,722,1,6,0,0,114.4,1,0,0,0,135,10,0,13.5,2013
"34","WPG","SSK",FALSE,25,48,2013042,2013,10,"2013-09-01T16:00:00",FALSE,0,0,0,3,7,7,0,0,0,1,2,9,0,3,0,0,2,5,3,17,2,0.294117647058824,0.176470588235294,0.117647058823529,0.647058823529412,648,1611,62,338,20,38.1176470588235,94.7647058823529,3.64705882352941,19.8823529411765,1.17647058823529,5.45161290322581,17,3,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,20,20,20,1,0,64.75,52,95,95,0,0,0,4,259,208,0,0,0,0,0,0,0,0,0,0,0,29,18,0,2,0.0689655172413793,0.620689655172414,0.0645161290322581,0,0,6.27586206896552,10.1111111111111,5.54838709677419,31,182,42,27,8,73,46.7,43.4,0,1,0,0,58,58,2,10,467,434,10.1111111111111,42,0,18,0,182,18.625,27,8,0,149,12,20,6,0,72,18,6.16666666666667,46,0,3,111,5,5,2,10,1,7,7,8,3,7,2.33333333333333,1,46,0,5,24,4.8,3,25,172,293,269,514,465,3,5,2,2,51.2,0,0,0,0,221,14,0,15.7857142857143,2013
"35","EDM","CGY",FALSE,34,37,2013043,2013,10,"2013-09-02T17:00:00",FALSE,0,1,1,3,9,8,0,0,0,0,0,10,0,5,2,0,1,5,5,18,3,0.277777777777778,0.277777777777778,0.166666666666667,0.555555555555556,655,1610,69,341,30,36.3888888888889,89.4444444444444,3.83333333333333,18.9444444444444,1.66666666666667,4.94202898550725,20,4,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,63,63,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,49.3333333333333,36.6666666666667,68,48,1,0,0,6,296,220,0,0,0,0,0,0,0,0,0,0,0,35,16,2,2,0.0571428571428571,0.457142857142857,0.166666666666667,4,0.114285714285714,7.02857142857143,15.375,4.69047619047619,42,246,43,33,8,121,50.5,41.2,0,0,0,0,63,56,0,10,505,412,19.3125,63,0,16,4,309,25,37,4,0,100,17.3333333333333,78,6,0,104,18,5.16666666666667,15,0,1,93,7,10,7,49,4,30,7.5,12,2,5,2.5,0,39,0,7,49,7,5,34,197,402,353,606,599,2,4,0,0,83.7,4,63,15.75,0,204,10,0,20.4,2013
"36","MTL","TOR",FALSE,20,9,2013044,2013,10,"2013-09-03T19:30:00",FALSE,0,0,0,3,11,7,2,0,0,1,0,8,0,1,1,1,1,3,3,15,3,0.2,0.2,0.2,0.533333333333333,480,1940,73,439,12,32,129.333333333333,4.86666666666667,29.2666666666667,0.8,6.01369863013699,21,3,2,0,0,2,0,1,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,2,18.5,37,37,1,0,0,0,1,0,65.8,47.4,72,69,0,0,0,5,329,237,0,0,0,0,0,0,0,0,0,0,0,27,18,2,1,0.037037037037037,0.666666666666667,0.129032258064516,1,0.037037037037037,11.4444444444444,17.1666666666667,9.03225806451613,31,309,55,26,7,84,42.5,37.125,0,0,0,0,52,50,0,8,340,297,17.1666666666667,55,0,18,1,309,16,17,2,0,32,1.5,4,6,0,9,30,4.8,29,0,0,144,7.25,10,4,29,2,3,1.5,7,2,3,1.5,0,36,0,6,32,5.33333333333333,2,20,280,453,421,494,733,2,8,0,0,102.2,2,37,18.5,1,41,8,0,5.125,2013
"37","CGY","EDM",FALSE,22,12,2013045,2013,11,"2013-09-06T21:00:00",FALSE,0,0,0,0,7,9,5,0,0,2,0,6,0,1,0,1,1,6,6,16,2,0.375,0.375,0.125,0.375,587,2027,68,322,21,36.6875,126.6875,4.25,20.125,1.3125,4.73529411764706,16,2,1,0,0,1,0,1,0,5,0,0,2,2,1,0,0,5,0,0,2,2,1,50,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,67.5,45.5,68,46,0,0,0,2,135,91,0,0,0,0,0,0,0,0,0,0,0,26,19,1,1,0.0384615384615385,0.730769230769231,0.133333333333333,1,0.0384615384615385,6.73076923076923,9.21052631578947,4.73333333333333,30,175,22,25,7,55,46.4285714285714,39,0,0,0,0,54,46,0,7,325,273,9.21052631578947,22,0,19,1,175,24,26,2,0,48,11.4285714285714,28,7,0,80,23,7.47826086956522,29,0,0,172,8.25,13,4,33,7,46,6.57142857142857,7,0,0,0,0,45,0,7,36,5.14285714285714,1,22,142,347,311,475,489,2,16,0,0,87.8,1,0,0,0,128,9,0,14.2222222222222,2013
"38","BC","HAM",FALSE,29,37,2013046,2013,11,"2013-09-07T16:00:00",FALSE,0,0,0,1,17,2,2,0,1,1,0,10,0,3,0,1,0,5,5,18,1,0.277777777777778,0.277777777777778,0.0555555555555556,0.555555555555556,834,1806,71,406,24,46.3333333333333,100.333333333333,3.94444444444444,22.5555555555556,1.33333333333333,5.71830985915493,20,2,3,0,0,3,0,1,0,3,2,0,0,1,0,0,0,2,2,0,0,0,0,18,1,0,0,0,1,0,0.666666666666667,0,0,0,0,0,0,2,1,2,1,1,2,2,2,0,3.5,7,7,2,0,62,43.4,65,53,0,0,0,5,310,217,0,0,0,0,1,0,0,0,0,0,0,43,26,1,0,0,0.604651162790698,0.0652173913043478,2,0.0465116279069767,7.76744186046512,12.8461538461538,7.06521739130435,46,334,27,43,4,40,40.5,33.9,0,0,0,0,52,46,0,10,405,339,12.8461538461538,27,0,26,2,334,18.5,25,8,0,148,12.4,17,5,0,62,12,2.66666666666667,6,0,1,32,3,4,3,9,2,11,5.5,14,3,5,1.66666666666667,1,37,0,3,9,3,3,29,325,366,357,576,691,2,9,0,0,100.3,1,2,2,0,210,13,0,16.1538461538462,2013
"39","TOR","MTL",FALSE,37,30,2013047,2013,11,"2013-09-08T13:00:00",FALSE,0,1,1,2,16,4,2,0,3,2,1,6,0,3,0,2,1,6,5,20,3,0.3,0.25,0.15,0.35,1019,2061,79,402,25,50.95,103.05,3.95,20.1,1.25,5.08860759493671,22,3,3,0,0,3,0,1,0,5,1,1,1,2,0,0,0,2,1,0,1,0,0,36,3,0,1,0,2,0,0.4,3,0,0,0,0,0,2,1,2,0,0,0,0,0,0,15.75,54,63,4,1,57,38.2,67,43,0,0,0,5,285,191,0,0,0,0,0,0,0,0,0,0,0,43,30,2,1,0.0232558139534884,0.697674418604651,0.104166666666667,2,0.0465116279069767,7.81395348837209,11.2,6.375,48,336,54,42,6,69,40,34.1428571428571,0,0,0,0,51,50,1,7,280,239,11.2,54,0,30,2,336,17.1666666666667,26,6,0,103,8.85714285714286,16,7,0,62,16,5.25,21,0,1,84,6,11,5,30,5,35,7,10,2,3,1.5,0,30,0,9,46,5.11111111111111,4,37,306,420,374,585,726,3,13,1,4,98.6,0,0,0,0,165,13,0,12.6923076923077,2013
"40","SSK","WPG",FALSE,13,25,2013048,2013,11,"2013-09-08T16:00:00",FALSE,0,0,0,3,6,8,4,0,0,0,1,7,0,0,3,1,1,5,4,17,5,0.294117647058824,0.235294117647059,0.294117647058824,0.470588235294118,999,1873,78,264,13,58.7647058823529,110.176470588235,4.58823529411765,15.5294117647059,0.764705882352941,3.38461538461538,17,6,0,0,0,0,0,0,0,4,2,0,1,0,1,0,0,4,2,0,1,0,1,50,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2,2,2,10.5,21,21,0,8,8,8,1,0,62,2.5,63,40,0,0,0,2,124,5,0,0,0,0,0,0,0,0,0,0,0,34,15,2,1,0.0294117647058824,0.441176470588235,0.19047619047619,0,0,3.79411764705882,8.6,1.42857142857143,42,129,19,32,8,89,43.8888888888889,38.7777777777778,0,0,0,0,64,64,1,9,395,349,8.6,19,0,15,0,129,28.25,44,4,0,113,8.2,18,10,0,82,23,6.91304347826087,27,0,0,159,8.625,12,8,69,7,42,6,7,2,3,1.5,0,34,0,8,69,8.625,0,13,60,288,219,483,348,3,13,1,1,42.4,2,21,10.5,0,195,14,0,13.9285714285714,2013
"41","HAM","CGY",FALSE,22,26,2013049,2013,12,"2013-09-13T21:00:00",FALSE,0,0,0,1,22,4,0,0,2,0,1,7,0,3,0,0,2,4,3,15,2,0.266666666666667,0.2,0.133333333333333,0.533333333333333,497,1860,71,485,19,33.1333333333333,124,4.73333333333333,32.3333333333333,1.26666666666667,6.83098591549296,27,2,3,0,0,3,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,13.5,27,27,2,0,64.5,42.5,68,50,0,0,0,4,258,170,0,0,0,0,0,0,0,0,0,0,0,41,26,2,2,0.0487804878048781,0.634146341463415,0.108695652173913,2,0.0487804878048781,9.95121951219512,15.6923076923077,8.28260869565217,46,408,43,39,6,55,47,33.5,0,0,0,0,69,69,1,8,376,268,15.6923076923077,43,0,26,2,408,18.75,26,4,0,75,10.25,17,4,0,41,15,6.33333333333333,22,0,1,95,5.4,9,5,27,2,4,2,9,4,41,10.25,0,39,0,5,27,5.4,3,22,381,503,476,619,884,2,4,1,1,92.3,1,0,0,0,116,8,0,14.5,2013
"42","WPG","EDM",FALSE,7,25,2013050,2013,12,"2013-09-14T18:30:00",FALSE,0,0,0,2,10,5,2,1,0,1,0,7,0,0,1,2,2,3,2,16,5,0.1875,0.125,0.3125,0.4375,619,1876,70,292,7,38.6875,117.25,4.375,18.25,0.4375,4.17142857142857,17,5,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,2,1,1,0,0,0,22,1,0,0,0,1,0,0.666666666666667,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,61,48,61,48,0,0,0,1,61,48,0,0,0,0,0,0,0,0,0,0,0,33,20,1,2,0.0606060606060606,0.606060606060606,0.108108108108108,0,0,6.48484848484848,10.7,5.10810810810811,37,214,26,31,7,76,44.5714285714286,42.1428571428571,0,0,0,0,54,54,0,7,312,295,10.7,26,0,20,0,214,17.25,22,4,0,69,6.83333333333333,20,6,0,41,20,5.4,22,0,0,108,6.25,8,4,25,3,9,3,5,0,0,0,0,39,0,6,40,6.66666666666667,0,7,189,322,282,432,511,4,7,0,1,54.4,0,0,0,0,110,10,0,11,2013
"43","TOR","SSK",FALSE,31,29,2013051,2013,12,"2013-09-14T21:30:00",FALSE,0,1,0,4,10,6,2,1,0,2,1,6,0,3,0,2,1,7,5,18,3,0.388888888888889,0.277777777777778,0.166666666666667,0.388888888888889,670,1525,62,329,26,37.2222222222222,84.7222222222222,3.44444444444444,18.2777777777778,1.44444444444444,5.30645161290323,20,4,2,0,0,2,0,1,1,3,0,0,2,1,0,0,0,2,0,0,1,1,0,48,1,0,0,1,0,0,0.666666666666667,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,31,36,3,0,60.25,37,65,41,0,0,0,4,241,148,0,0,0,0,0,0,0,0,0,0,0,29,18,6,1,0.0344827586206897,0.620689655172414,0.09375,1,0.0344827586206897,7.75862068965517,12.5,6.34375,32,225,28,27,10,78,53.2857142857143,50.1428571428571,0,0,0,0,62,62,2,7,373,351,12.5,28,0,18,1,225,13.75,25,4,0,55,0.666666666666667,8,6,0,4,18,5.05555555555556,13,0,2,91,7.33333333333333,13,3,22,2,15,7.5,9,3,5,1.66666666666667,0,40,0,6,25,4.16666666666667,3,31,203,316,291,375,519,4,11,2,3,83.3,0,0,0,0,59,10,0,5.9,2013
"44","MTL","BC",FALSE,14,36,2013052,2013,12,"2013-09-15T16:30:00",FALSE,0,0,0,1,9,4,0,0,0,1,0,8,0,2,2,1,2,2,2,17,5,0.117647058823529,0.117647058823529,0.294117647058824,0.470588235294118,654,1785,66,247,10,38.4705882352941,105,3.88235294117647,14.5294117647059,0.588235294117647,3.74242424242424,14,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,3,5,9,3,0,59.75,29.25,61,39,0,0,0,4,239,117,0,0,0,0,0,0,0,0,0,0,0,40,23,3,2,0.05,0.575,0.0909090909090909,2,0.05,5.725,9.95652173913044,4.79545454545455,44,229,35,38,14,115,39.625,38.5,0,0,0,0,46,43,0,8,317,308,9.95652173913044,35,0,23,2,229,17.6,28,5,0,88,6.5,13,2,0,13,13,4.61538461538461,13,0,0,60,4.5,6,4,18,2,12,6,6,3,6,2,0,40,1,5,27,5.4,2,14,211,289,262,390,500,3,2,0,0,69.7,2,0,0,0,101,7,0,14.4285714285714,2013
"45","EDM","WPG",FALSE,35,27,2013053,2013,13,"2013-09-20T20:00:00",TRUE,0,1,0,3,15,9,4,1,0,0,0,7,0,2,1,3,0,7,6,18,4,0.388888888888889,0.333333333333333,0.222222222222222,0.388888888888889,835,1956,79,490,25,46.3888888888889,108.666666666667,4.38888888888889,27.2222222222222,1.38888888888889,6.20253164556962,27,4,2,0,0,2,0,1,1,5,2,1,1,1,0,0,0,4,1,1,1,1,0,46,1,1,0,0,0,0,0.8,1,0,0,0,0,0,4,2,3,2,1,0,0,0,0,29,35,58,2,0,54.5,43,62,45,0,0,0,4,218,172,0,0,0,0,0,0,13,13,1,0,13,46,31,2,0,0,0.673913043478261,0.08,1,0.0217391304347826,9.08695652173913,13.4838709677419,7.66,50,418,51,46,13,129,36.2857142857143,33,0,0,0,0,48,44,0,7,254,231,13.4838709677419,51,0,31,1,418,15.5,27,4,0,62,10.3333333333333,25,6,0,62,18,5.72222222222222,16,0,2,103,8.75,12,4,35,3,43,14.3333333333333,9,0,0,0,0,34,0,4,35,8.75,3,35,383,521,486,658,904,3,15,0,1,103.4,1,0,0,0,137,11,0,12.4545454545455,2013
"46","MTL","HAM",FALSE,26,28,2013054,2013,13,"2013-09-21T16:00:00",FALSE,0,0,0,1,10,8,2,0,0,0,0,7,0,3,0,0,0,5,5,13,0,0.384615384615385,0.384615384615385,0,0.538461538461538,455,1814,63,297,22,35,139.538461538462,4.84615384615385,22.8461538461538,1.69230769230769,4.71428571428571,19,1,3,0,1,2,1,0.666666666666667,0,2,0,0,1,1,0,0,0,2,0,0,1,1,0,43,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,2,1,0,0,0,0,4,4,4,1,0,50.2,30,71,45,0,0,0,5,251,150,0,0,0,0,0,0,0,0,0,0,0,36,26,2,0,0,0.722222222222222,0.0526315789473684,2,0.0555555555555556,8.16666666666667,11.3076923076923,7.23684210526316,38,294,37,36,15,94,32,28.1428571428571,0,0,0,0,39,39,0,7,224,197,11.3076923076923,37,0,26,2,294,19.2,26,5,0,96,1.5,6,4,0,6,15,3.13333333333333,16,0,1,47,9.5,10,2,19,5,38,7.6,9,0,0,0,0,36,1,3,24,8,3,26,275,341,317,443,616,1,8,0,0,114.8,1,0,0,0,102,9,0,11.3333333333333,2013
"47","TOR","CGY",FALSE,33,27,2013055,2013,13,"2013-09-21T19:30:00",FALSE,0,0,0,0,17,6,1,0,1,0,2,4,0,4,0,2,0,7,5,14,2,0.5,0.357142857142857,0.142857142857143,0.428571428571429,520,1660,64,410,29,37.1428571428571,118.571428571429,4.57142857142857,29.2857142857143,2.07142857142857,6.40625,23,2,4,0,0,4,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,40,1,0,0,0,1,0,0.5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,12.5,25,25,2,0,62.5714285714286,36.4285714285714,72,68,0,0,0,7,438,255,0,0,0,0,0,0,0,0,0,0,0,36,25,2,0,0,0.694444444444444,0.1,4,0.111111111111111,9.16666666666667,13.2,7.625,40,330,35,36,6,65,53.6666666666667,50.1666666666667,0,0,0,0,80,80,2,6,322,301,13.2,35,0,25,4,330,16,24,3,0,48,8,17,5,0,40,16,6.5625,19,0,0,105,6.25,9,4,25,2,13,6.5,11,2,3,1.5,0,42,0,4,25,6.25,4,33,305,435,410,523,740,2,9,2,2,135.2,0,0,0,0,88,8,0,11,2013
"48","BC","SSK",FALSE,24,22,2013056,2013,13,"2013-09-22T16:30:00",FALSE,0,0,0,2,11,4,3,0,0,0,0,12,0,2,0,0,0,5,5,17,0,0.294117647058824,0.294117647058824,0,0.705882352941177,609,1573,69,281,21,35.8235294117647,92.5294117647059,4.05882352941176,16.5294117647059,1.23529411764706,4.07246376811594,17,0,2,0,0,2,0,1,0,3,1,0,1,1,0,0,0,3,1,0,1,1,0,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,67.3333333333333,61.6666666666667,94,94,0,1,0,3,202,185,0,0,0,0,0,0,0,0,0,0,0,36,20,7,0,0,0.555555555555556,0.1,2,0.0555555555555556,6.22222222222222,11.2,4.85,40,224,43,35,9,83,42.75,33.1666666666667,0,0,0,0,53,42,0,12,513,398,11.2,43,0,20,2,224,19,28,4,0,76,9.16666666666667,20,6,0,55,14,4.78571428571429,19,0,0,67,7.5,9,4,30,2,7,3.5,11,2,6,3,0,45,0,4,30,7.5,2,24,194,291,261,422,485,0,12,0,1,92.8,2,0,0,0,131,10,0,13.1,2013
"49","BC","WPG",FALSE,53,17,2013057,2013,14,"2013-09-27T20:00:00",FALSE,0,0,0,0,8,10,3,0,0,1,1,9,0,3,1,1,0,7,6,19,2,0.368421052631579,0.315789473684211,0.105263157894737,0.526315789473684,1175,2016,73,304,28,61.8421052631579,106.105263157895,3.84210526315789,16,1.47368421052632,4.16438356164384,18,2,6,0,0,6,0,1,0,3,1,0,2,0,0,0,0,3,1,0,2,0,0,37,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,5,3,25,45,75,2,27.3333333333333,80,82,3,1,66.25,50.625,82,82,0,1,0,8,530,405,0,0,0,0,0,0,23,23,1,0,23,31,20,6,0,0,0.645161290322581,0.0882352941176471,1,0.032258064516129,6.51612903225806,10.1,5.08823529411765,34,202,30,31,5,100,42,40.6,0,0,0,0,55,50,1,10,420,406,10.1,30,0,20,1,202,18.6666666666667,21,3,0,56,6.44444444444444,14,9,0,58,24,4.91666666666667,17,0,2,118,9.66666666666667,13,3,29,4,19,4.75,12,2,1,0.5,0,29,0,5,31,6.2,6,53,173,320,289,457,493,1,17,1,2,93.8,3,75,25,2,137,13,0,10.5384615384615,2013
"50","CGY","HAM",FALSE,35,11,2013058,2013,14,"2013-09-28T18:00:00",FALSE,0,0,0,2,7,9,2,0,0,1,1,7,0,4,0,0,1,7,6,16,1,0.4375,0.375,0.0625,0.5,709,1755,61,392,31,44.3125,109.6875,3.8125,24.5,1.9375,6.42622950819672,18,1,4,0,0,4,0,1,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,5,0,57.5,40.1666666666667,70,51,0,0,0,6,345,241,0,0,0,0,0,0,46,46,1,0,46,26,17,6,1,0.0384615384615385,0.653846153846154,0.0714285714285714,3,0.115384615384615,9.15384615384615,14,8.28571428571429,28,238,52,25,10,59,40.5,35.75,0,0,0,0,52,52,1,8,324,286,14,52,0,17,3,238,13.3333333333333,23,3,0,40,3.25,7,4,0,13,23,6.95652173913043,34,0,1,160,3,3,2,6,2,9,4.5,12,0,0,0,0,42,0,2,6,3,4,35,232,398,392,497,630,1,11,1,1,117.1,0,0,0,0,99,8,0,12.375,2013
